ACG,Brand,Market,Product ID,CG,SCG,Long Name,Sales,Vollume,calender week,MAT,'YTD
Consumer,New York,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,"18,75",5,7,MAT-1,Null
Consumer,New York,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,"119,7",6,8,MAT-2,Null
Consumer,New York,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","9,144",3,9,MAT,Null
Consumer,New York,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,"57,06",3,10,MAT-1,Null
Consumer,New York,East,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,"71,6",8,11,MAT-2,Null
Consumer,New York,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black","107,44",8,12,MAT,Null
Consumer,New York,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,"7,31",1,13,MAT-1,YTD
Consumer,New York,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,"59,1",6,1,MAT-2,Null
Consumer,New York,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black","46,53",3,2,MAT,Null
Consumer,New Jersey,East,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote","97,84",2,3,MAT-1,Null
Consumer,Washington,West,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,"29,97",3,4,MAT-2,Null
Consumer,Washington,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","98,352",3,5,MAT,Null
Consumer,New York,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,"83,92",5,6,MAT-1,Null
Consumer,New York,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,"14,624",2,7,MAT-2,Null
Consumer,New York,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,"136,99",1,8,MAT,Null
Consumer,New York,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,"3,15",1,9,MAT-1,Null
Consumer,Virginia,South,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""","9,11",1,10,MAT-2,Null
Consumer,Virginia,South,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,"571,44",4,11,MAT,Null
Consumer,Virginia,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,"32,4",5,12,MAT-1,Null
Consumer,Virginia,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray","16,91",1,13,MAT-2,YTD-1
Consumer,North Carolina,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,"14,272",8,1,MAT,Null
Consumer,North Carolina,South,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish","451,136",4,2,MAT-1,Null
Consumer,North Carolina,South,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,"64,864",4,3,MAT-2,Null
Consumer,California,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,"217,584",2,4,MAT,Null
Consumer,California,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,"82,95",5,5,MAT-1,Null
Consumer,California,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,"87,71",7,6,MAT-2,Null
Consumer,California,West,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,"1101,48",4,7,MAT,Null
Corporate,California,West,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,"1322,352",3,8,MAT-1,Null
Consumer,New York,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,"5,46",3,9,MAT-2,Null
Consumer,Texas,Central,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,"11,184",1,10,MAT,Null
Consumer,Texas,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,"153,584",2,11,MAT-1,Null
Consumer,Washington,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,"1003,62",6,12,MAT-2,Null
Home Office,Washington,West,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,"35,168",4,13,MAT,YTD-2
Home Office,Washington,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal","1137,75",5,1,MAT-1,Null
Home Office,Washington,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,"99,68",5,2,MAT-2,Null
Home Office,Washington,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,"5,56",2,3,MAT,Null
Corporate,Delaware,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame","85,52",2,4,MAT-1,Null
Corporate,Delaware,East,OFF-AR-10001473,Office Supplies,Art,Newell 313,"9,84",3,5,MAT-2,Null
Corporate,Delaware,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,"20,04",3,6,MAT,Null
Consumer,New York,East,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,"631,96",4,7,MAT-1,Null
Consumer,New York,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,"23,92",4,8,MAT-2,Null
Consumer,California,West,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,"90,24",6,9,MAT,Null
Consumer,New York,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,"4548,81",7,10,MAT-1,Null
Consumer,Texas,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,"300,93",5,11,MAT-2,Null
Consumer,Texas,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,"719,96",5,12,MAT,Null
Consumer,Indiana,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray","647,84",8,13,MAT-1,YTD
Home Office,California,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black","64,17",3,1,MAT-2,Null
Home Office,California,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,"124,46",2,2,MAT,Null
Corporate,California,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,"9,584",1,3,MAT-1,Null
Consumer,Florida,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2","37,608",3,4,MAT-2,Null
Corporate,Illinois,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","12,224",2,5,MAT,Null
Corporate,Illinois,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,"2,304",4,6,MAT-1,Null
Corporate,Illinois,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,"9,36",4,7,MAT-2,Null
Consumer,California,West,OFF-LA-10000248,Office Supplies,Labels,Avery 52,"7,38",2,8,MAT,Null
Consumer,California,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy","53,72",4,9,MAT-1,Null
Consumer,California,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,"8187,65",5,10,MAT-2,Null
Consumer,California,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,"77,92",8,11,MAT,Null
Consumer,Texas,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,"32,784",4,12,MAT-1,Null
Corporate,California,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,"196,776",3,13,MAT-2,YTD
Corporate,California,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,"479,94",6,1,MAT,Null
Home Office,Oklahoma,Central,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units","1117,92",4,2,MAT-1,Null
Consumer,Louisiana,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,"106,5",6,3,MAT-2,Null
Home Office,Florida,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black","45,66",5,4,MAT,Null
Corporate,Illinois,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,"95,968",4,5,MAT-1,Null
Corporate,Illinois,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,"47,992",2,6,MAT-2,Null
Consumer,Ohio,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,"264,32",2,7,MAT,Null
Consumer,Texas,Central,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,"604,656",9,8,MAT-1,Null
Corporate,New Jersey,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,"129,93",3,9,MAT-2,Null
Home Office,Oklahoma,Central,OFF-LA-10004559,Office Supplies,Labels,Avery 49,"20,16",7,10,MAT,Null
Home Office,Oklahoma,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,"29,46",6,11,MAT-1,Null
Home Office,Oklahoma,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,"868,59",3,12,MAT-2,Null
Home Office,Oklahoma,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,"12,96",2,13,MAT,YTD-1
Home Office,Oklahoma,Central,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,"5,5",1,1,MAT-1,Null
Home Office,Oklahoma,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,"121,6",4,2,MAT-2,Null
Consumer,Texas,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,"42,048",9,3,MAT,Null
Consumer,Texas,Central,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,"25,488",2,4,MAT-1,Null
Consumer,Texas,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,"6,9",3,5,MAT-2,Null
Consumer,Texas,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg","9,648",6,6,MAT,Null
Consumer,Texas,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,"7,968",2,7,MAT-1,Null
Home Office,Florida,South,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,"10,368",2,8,MAT-2,Null
Corporate,Arkansas,South,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,"114,2",5,9,MAT,Null
Corporate,Arkansas,South,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,"17,96",4,10,MAT-1,Null
Corporate,Arkansas,South,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,"12,67",7,11,MAT-2,Null
Corporate,Arkansas,South,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,"339,96",4,12,MAT,Null
Corporate,Pennsylvania,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,"1801,632",6,13,MAT-1,YTD-2
Corporate,California,West,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,"46,32",4,1,MAT-2,Null
Consumer,Ohio,East,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,"181,986",2,2,MAT,Null
Consumer,Ohio,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,"431,976",4,3,MAT-1,Null
Consumer,Ohio,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,"155,37",1,4,MAT-2,Null
Corporate,California,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,"1348,704",6,5,MAT,Null
Corporate,California,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,"700,152",3,6,MAT-1,Null
Corporate,Arizona,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,"111,888",7,7,MAT-2,Null
Corporate,Pennsylvania,East,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,"143,952",3,8,MAT,Null
Home Office,Massachusetts,East,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish","173,94",3,9,MAT-1,Null
Home Office,Massachusetts,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,"14,76",4,10,MAT-2,Null
Consumer,California,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black","205,92",4,11,MAT,Null
Consumer,California,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,"102,833",1,12,MAT-1,Null
Consumer,Arizona,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,"2,304",1,13,MAT-2,YTD
Consumer,Arizona,West,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,"1879,96",5,1,MAT,Null
Consumer,Arizona,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,"313,024",8,2,MAT-1,Null
Consumer,Arizona,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,"5,04",2,3,MAT-2,Null
Consumer,Kentucky,South,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray","821,88",6,4,MAT,Null
Consumer,Kentucky,South,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,"21,96",2,5,MAT-1,Null
Home Office,South Carolina,South,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,"25,92",4,6,MAT-2,Null
Consumer,Florida,South,TEC-PH-10000369,Technology,Phones,HTC One Mini,"705,544",7,7,MAT,Null
Consumer,New York,East,TEC-AC-10001590,Technology,Accessories,Dell Slim USB Multimedia Keyboard,50,2,8,MAT-1,Null
Corporate,Texas,Central,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,"51,712",8,9,MAT-2,Null
Corporate,Florida,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags","6,992",2,10,MAT,Null
Consumer,Utah,West,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,"1406,86",7,11,MAT-1,Null
Consumer,Utah,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,"15,75",5,12,MAT-2,Null
Consumer,Utah,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,"323,1",2,13,MAT,YTD
Consumer,Tennessee,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,"9,216",4,1,MAT-1,Null
Consumer,Tennessee,South,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,"10,368",2,2,MAT-2,Null
Corporate,New York,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,"15,02",1,3,MAT,Null
Corporate,New York,East,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray","33,82",2,4,MAT-1,Null
Consumer,Kentucky,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,71,4,5,MAT-2,Null
Consumer,Washington,West,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,"25,12",5,6,MAT,Null
Consumer,Washington,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,"2665,62",9,7,MAT-1,Null
Corporate,New York,East,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","478,08",8,8,MAT-2,Null
Corporate,Ohio,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,"164,388",2,9,MAT,Null
Corporate,Ohio,East,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,"13,248",4,10,MAT-1,Null
Home Office,Illinois,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack","2,912",2,11,MAT-2,Null
Consumer,Texas,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,"1399,944",7,12,MAT,Null
Home Office,Indiana,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,"526,45",5,13,MAT-1,YTD-1
Corporate,Georgia,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,"16,23",3,1,MAT-2,Null
Corporate,Georgia,South,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,"319,9",5,2,MAT,Null
Corporate,Georgia,South,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,"11,36",2,3,MAT-1,Null
Corporate,Georgia,South,OFF-AP-10002734,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,"675,12",3,4,MAT-2,Null
Home Office,Virginia,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack","62,82",3,5,MAT,Null
Home Office,Virginia,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h","489,92",8,6,MAT-1,Null
Home Office,Virginia,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","19,44",3,7,MAT-2,Null
Home Office,Virginia,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","16,68",2,8,MAT,Null
Home Office,Virginia,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,"155,35",13,9,MAT-1,Null
Home Office,Virginia,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,"12,42",3,10,MAT-2,Null
Home Office,Virginia,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,"187,98",2,11,MAT,Null
Corporate,Texas,Central,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box","6,608",2,12,MAT-1,Null
Consumer,New York,East,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,"248,57",7,13,MAT-2,YTD-2
Consumer,New York,East,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""","22,23",1,1,MAT,Null
Home Office,California,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","5,98",1,2,MAT-1,Null
Home Office,California,West,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,"246,168",3,3,MAT-2,Null
Consumer,Illinois,Central,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock","14,136",2,4,MAT,Null
Consumer,Illinois,Central,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,"601,47",3,5,MAT-1,Null
Corporate,South Carolina,South,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,"79,1",2,6,MAT-2,Null
Corporate,South Carolina,South,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","327,84",8,7,MAT,Null
Corporate,Indiana,Central,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,"180,96",2,8,MAT-1,Null
Corporate,Indiana,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,"914,97",3,9,MAT-2,Null
Corporate,Indiana,Central,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,"587,97",3,10,MAT,Null
Corporate,Indiana,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,"530,34",2,11,MAT-1,Null
Corporate,Indiana,Central,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),"14,94",3,12,MAT-2,Null
Consumer,New York,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,"121,94",2,13,MAT,YTD
Consumer,New York,East,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors","122,71",7,1,MAT-1,Null
Consumer,New York,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,"14,94",3,2,MAT-2,Null
Consumer,New York,East,TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,"1349,85",3,3,MAT,Null
Consumer,New York,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,"136,784",1,4,MAT-1,Null
Consumer,New York,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black","61,12",4,5,MAT-2,Null
Corporate,Florida,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,"1,167",1,6,MAT,Null
Home Office,California,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,"16,99",1,7,MAT-1,Null
Corporate,Texas,Central,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,"24,672",3,8,MAT-2,Null
Corporate,Texas,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,"2,52",1,9,MAT,Null
Corporate,Texas,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,"1218,735",5,10,MAT-1,Null
Corporate,Texas,Central,OFF-LA-10000248,Office Supplies,Labels,Avery 52,"5,904",2,11,MAT-2,Null
Corporate,Texas,Central,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,"15,696",3,12,MAT,Null
Corporate,Texas,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown","6,096",3,13,MAT-1,YTD
Corporate,California,West,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black","41,568",2,1,MAT-2,Null
Corporate,California,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,"230,28",3,2,MAT,Null
Corporate,California,West,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red","18,288",6,3,MAT-1,Null
Consumer,California,West,OFF-LA-10003663,Office Supplies,Labels,Avery 498,"5,78",2,4,MAT-2,Null
